Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,2,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Winfield-Hill,KL Cross,JI Rodrigues,2,0
2,0,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Winfield-Hill,KL Cross,JI Rodrigues,2,0
3,0,1,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Winfield-Hill,KL Cross,JI Rodrigues,2,1
4,2,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Wolvaardt,KL Cross,JI Rodrigues,4,1
5,1,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Wolvaardt,KL Cross,JI Rodrigues,5,1
6,0,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,JI Rodrigues,S Ecclestone,L Wolvaardt,5,1
7,2,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,JI Rodrigues,S Ecclestone,L Wolvaardt,7,1
8,1,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,JI Rodrigues,S Ecclestone,L Wolvaardt,8,1
9,2,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Wolvaardt,S Ecclestone,JI Rodrigues,10,1
10,0,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,L Wolvaardt,S Ecclestone,JI Rodrigues,10,1
11,4,0,Northern Superchargers,1,2021,female,Manchester Originals,8 wickets,"Headingley, Leeds",Manchester Originals,field,Manchester Originals,JI Rodrigues,HE Jones,L Wolvaardt,14,1
