Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,0,0
2,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,0,0
3,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,4,0
4,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,4,0
5,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,5,0
6,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,R Slater,L Lee,6,0
7,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,6,0
8,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,10,0
9,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,11,0
10,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,11,0
11,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,11,0
12,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,AN Davidson-Richards,L Lee,12,0
13,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,AN Davidson-Richards,L Lee,12,0
14,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,AN Davidson-Richards,L Lee,13,0
15,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,AN Davidson-Richards,EL Lamb,17,0
16,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,AN Davidson-Richards,EL Lamb,17,0
17,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,AN Davidson-Richards,EL Lamb,21,0
18,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,H Graham,EL Lamb,21,0
19,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,H Graham,EL Lamb,22,0
20,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,H Graham,EL Lamb,26,0
21,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,H Graham,EL Lamb,26,0
22,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,H Graham,EL Lamb,26,0
23,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,H Graham,EL Lamb,26,0
24,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,R Slater,L Lee,26,0
25,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,R Slater,L Lee,27,0
26,2,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,29,0
27,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,33,0
28,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,R Slater,EL Lamb,34,0
29,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,LCN Smith,L Lee,35,0
30,6,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,41,0
31,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,41,0
32,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,LCN Smith,EL Lamb,42,0
33,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,LCN Smith,L Lee,43,0
34,2,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,JL Gunn,L Lee,45,0
35,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,JL Gunn,L Lee,45,0
36,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,JL Gunn,L Lee,49,0
37,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,JL Gunn,L Lee,50,0
38,4,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,JL Gunn,EL Lamb,54,0
39,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,KA Levick,EL Lamb,55,0
40,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,EL Lamb,KA Levick,L Lee,56,0
41,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,KA Levick,EL Lamb,56,0
42,1,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,KA Levick,EL Lamb,57,0
43,0,1,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,L Lee,KA Levick,EL Lamb,57,1
44,0,0,Manchester Originals,1,2022,female,Northern Superchargers,7 wickets,"Headingley, Leeds",Manchester Originals,bat,Northern Superchargers,DJS Dottin,KA Levick,EL Lamb,57,1
