Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,LK Bell,EL Lamb,0,0
2,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,LK Bell,EL Lamb,1,0
3,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,LK Bell,L Wolvaardt,1,0
4,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,LK Bell,L Wolvaardt,2,0
5,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,LK Bell,L Wolvaardt,3,0
6,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,LK Bell,L Wolvaardt,3,0
7,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,LK Bell,L Wolvaardt,3,0
8,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,GL Adams,L Wolvaardt,3,0
9,4,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,GL Adams,L Wolvaardt,7,0
10,0,1,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,EL Lamb,GL Adams,L Wolvaardt,7,1
11,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,GL Adams,L Wolvaardt,7,1
12,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,GL Adams,L Wolvaardt,7,1
13,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,A Shrubsole,FMK Morris,8,1
14,4,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,A Shrubsole,FMK Morris,12,1
15,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,A Shrubsole,FMK Morris,13,1
16,0,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,A Shrubsole,L Wolvaardt,13,1
17,4,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,A Shrubsole,L Wolvaardt,17,1
18,4,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,A Shrubsole,L Wolvaardt,21,1
19,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,CL Tryon,L Wolvaardt,22,1
20,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,CL Tryon,FMK Morris,23,1
21,2,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,CL Tryon,L Wolvaardt,25,1
22,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,FMK Morris,CL Tryon,L Wolvaardt,26,1
23,1,0,Manchester Originals,1,2023,female,Southern Brave,8 wickets,"Old Trafford, Manchester",Southern Brave,field,Southern Brave,L Wolvaardt,CL Tryon,FMK Morris,27,1
