Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Winfield-Hill,A Capsey,JI Rodrigues,1,0
2,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,A Capsey,L Winfield-Hill,2,0
3,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Winfield-Hill,A Capsey,JI Rodrigues,3,0
4,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,A Capsey,L Winfield-Hill,3,0
5,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,A Capsey,L Winfield-Hill,3,0
6,4,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,NE Farrant,L Winfield-Hill,7,0
7,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,NE Farrant,L Winfield-Hill,7,0
8,4,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,NE Farrant,L Winfield-Hill,11,0
9,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,NE Farrant,L Winfield-Hill,12,0
10,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Winfield-Hill,NE Farrant,JI Rodrigues,12,0
11,4,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,MK Villiers,L Winfield-Hill,16,0
12,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,MK Villiers,L Winfield-Hill,16,0
13,0,1,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,JI Rodrigues,MK Villiers,L Winfield-Hill,16,1
14,4,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,MK Villiers,L Winfield-Hill,20,1
15,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,MK Villiers,L Winfield-Hill,21,1
16,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Winfield-Hill,A Capsey,L Wolvaardt,21,1
17,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Winfield-Hill,A Capsey,L Wolvaardt,22,1
18,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,A Capsey,L Winfield-Hill,22,1
19,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,A Capsey,L Winfield-Hill,22,1
20,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,A Capsey,L Winfield-Hill,23,1
21,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,NE Farrant,L Winfield-Hill,24,1
22,1,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Winfield-Hill,NE Farrant,L Wolvaardt,25,1
23,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,NE Farrant,L Winfield-Hill,25,1
24,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,NE Farrant,L Winfield-Hill,25,1
25,0,0,Northern Superchargers,1,2021,female,Northern Superchargers,4 runs,"Headingley, Leeds",Oval Invincibles,field,Oval Invincibles,L Wolvaardt,NE Farrant,L Winfield-Hill,25,1
