Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,JI Rodrigues,0,0
2,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,JI Rodrigues,0,0
3,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,JI Rodrigues,0,0
4,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,JI Rodrigues,0,0
5,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,JI Rodrigues,0,0
6,4,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,ML Schutt,JI Rodrigues,4,0
7,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,ML Schutt,JI Rodrigues,4,0
8,1,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,ML Schutt,JI Rodrigues,5,0
9,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,JI Rodrigues,ML Schutt,AJ Healy,5,0
10,1,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,JI Rodrigues,ML Schutt,AJ Healy,6,0
11,1,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,JI Rodrigues,FR Davies,AJ Healy,7,0
12,1,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,FR Davies,JI Rodrigues,8,0
13,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,JI Rodrigues,FR Davies,AJ Healy,8,0
14,0,1,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,JI Rodrigues,FR Davies,AJ Healy,8,1
15,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,BAM Heath,FR Davies,AJ Healy,8,1
16,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,BAM Heath,CE Dean,AJ Healy,8,1
17,1,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,BAM Heath,CE Dean,AJ Healy,9,1
18,4,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,BAM Heath,13,1
19,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,BAM Heath,13,1
20,0,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,CE Dean,BAM Heath,13,1
21,1,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,BAM Heath,FR Davies,AJ Healy,14,1
22,6,0,Northern Superchargers,1,2022,female,Northern Superchargers,5 runs,"Headingley, Leeds",London Spirit,field,London Spirit,AJ Healy,FR Davies,BAM Heath,20,1
