Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,BL Mooney,MK Villiers,DR Gibson,1,0
2,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,DR Gibson,MK Villiers,BL Mooney,1,0
3,0,1,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,DR Gibson,MK Villiers,BL Mooney,1,1
4,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,SN Luff,MK Villiers,BL Mooney,1,1
5,1,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,SN Luff,MK Villiers,BL Mooney,2,1
6,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,BL Mooney,MK Villiers,SN Luff,2,1
7,2,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,BL Mooney,MK Villiers,SN Luff,4,1
8,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,BL Mooney,MK Villiers,SN Luff,4,1
9,0,1,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,BL Mooney,MK Villiers,SN Luff,4,2
10,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,AC Kerr,MK Villiers,SN Luff,4,2
11,0,1,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,SN Luff,S Ismail,AC Kerr,4,3
12,2,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,CE Dean,S Ismail,AC Kerr,6,3
13,1,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,CE Dean,S Ismail,AC Kerr,7,3
14,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,AC Kerr,S Ismail,CE Dean,7,3
15,0,0,London Spirit,1,2022,female,Oval Invincibles,9 wickets,"Lord's, London",Oval Invincibles,field,Oval Invincibles,AC Kerr,S Ismail,CE Dean,7,3
