Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,DJ Willey,WG Jacks,1,0
2,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,WG Jacks,DJ Willey,JJ Roy,2,0
3,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,DJ Willey,WG Jacks,2,0
4,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,DJ Willey,WG Jacks,2,0
5,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,DJ Willey,WG Jacks,2,0
6,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,MJ Potts,WG Jacks,2,0
7,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,MJ Potts,WG Jacks,2,0
8,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,MJ Potts,WG Jacks,3,0
9,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,WG Jacks,MJ Potts,JJ Roy,4,0
10,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,MJ Potts,WG Jacks,4,0
11,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,WG Jacks,BA Carse,JJ Roy,5,0
12,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,BA Carse,WG Jacks,6,0
13,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,WG Jacks,BA Carse,JJ Roy,6,0
14,0,1,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,WG Jacks,BA Carse,JJ Roy,6,1
15,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,SP Narine,BA Carse,JJ Roy,6,1
16,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,SP Narine,BA Carse,JJ Roy,7,1
17,0,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,BA Carse,SP Narine,7,1
18,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,JJ Roy,BA Carse,SP Narine,8,1
19,1,0,Oval Invincibles,1,2021,male,Northern Superchargers,6 wickets,"Headingley, Leeds",Oval Invincibles,bat,Northern Superchargers,SP Narine,BA Carse,JJ Roy,9,1
