Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,FH Allen,LJ Fletcher,WCF Smeed,1,0
2,4,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,LJ Fletcher,FH Allen,5,0
3,0,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,LJ Fletcher,FH Allen,5,0
4,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,LJ Fletcher,FH Allen,6,0
5,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,FH Allen,LJ Fletcher,WCF Smeed,7,0
6,3,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,FH Allen,10,0
7,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,FH Allen,DA Payne,WCF Smeed,11,0
8,0,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,FH Allen,11,0
9,0,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,FH Allen,11,0
10,6,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,FH Allen,17,0
11,0,1,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,FH Allen,ME Milnes,WCF Smeed,17,1
12,0,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,MM Ali,ME Milnes,WCF Smeed,17,1
13,0,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,MM Ali,ME Milnes,WCF Smeed,17,1
14,0,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,MM Ali,ME Milnes,WCF Smeed,17,1
15,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,MM Ali,ME Milnes,WCF Smeed,18,1
16,4,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,MM Ali,22,1
17,4,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,MM Ali,26,1
18,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,MM Ali,27,1
19,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,MM Ali,DA Payne,WCF Smeed,28,1
20,1,0,Birmingham Phoenix,1,2021,male,Birmingham Phoenix,93 runs,"Edgbaston, Birmingham",Welsh Fire,field,Welsh Fire,WCF Smeed,DA Payne,MM Ali,29,1
