Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JM Clarke,C Overton,T Banton,0,0
2,0,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JM Clarke,C Overton,T Banton,0,0
3,0,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JM Clarke,C Overton,T Banton,0,0
4,0,1,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,JM Clarke,C Overton,T Banton,0,1
5,4,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,OJ Pope,C Overton,T Banton,4,1
6,1,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,OJ Pope,MG Hogan,T Banton,5,1
7,0,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,T Banton,MG Hogan,OJ Pope,5,1
8,0,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,T Banton,MG Hogan,OJ Pope,5,1
9,0,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,T Banton,MG Hogan,OJ Pope,5,1
10,1,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,T Banton,MG Hogan,OJ Pope,6,1
11,1,0,Welsh Fire,1,2022,male,Southern Brave,9 wickets,"The Rose Bowl, Southampton",Southern Brave,field,Southern Brave,T Banton,C Overton,OJ Pope,7,1
