Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,1,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,A Lyth,L Wood,F du Plessis,0,1
2,1,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,1,1
3,1,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,2,1
4,1,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,3,1
5,6,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,9,1
6,0,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,9,1
7,0,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,9,1
8,4,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,L Wood,F du Plessis,13,1
9,1,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,MS Pepper,DR Sams,F du Plessis,14,1
10,0,0,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,F du Plessis,DR Sams,MS Pepper,14,1
11,0,1,Northern Superchargers,1,2022,male,Trent Rockets,7 wickets,"Headingley, Leeds",Trent Rockets,field,Trent Rockets,F du Plessis,DR Sams,MS Pepper,14,2
