Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,L Wood,PD Salt,1,0
2,0,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,1,0
3,4,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,5,0
4,0,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,5,0
5,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,6,0
6,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,7,0
7,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,DR Sams,PD Salt,8,0
8,0,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,DR Sams,JC Buttler,8,0
9,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,DR Sams,JC Buttler,9,0
10,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,DR Sams,PD Salt,10,0
11,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,DR Sams,JC Buttler,11,0
12,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,12,0
13,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,L Wood,PD Salt,13,0
14,2,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,15,0
15,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,L Wood,JC Buttler,16,0
16,4,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,L Wood,PD Salt,20,0
17,0,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,SR Patel,PD Salt,20,0
18,1,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,JC Buttler,SR Patel,PD Salt,21,0
19,4,0,Manchester Originals,1,2022,male,Trent Rockets,8 wickets,"Old Trafford, Manchester",Trent Rockets,field,Trent Rockets,PD Salt,SR Patel,JC Buttler,25,0
