Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,0,0
2,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,1,0
3,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,AF Milne,CA Lynn,1,0
4,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,AF Milne,CA Lynn,1,0
5,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,AF Milne,CA Lynn,1,0
6,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,1,0
7,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,7,0
8,4,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,11,0
9,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,11,0
10,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,17,0
11,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,18,0
12,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,AF Milne,CA Lynn,19,0
13,2,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,21,0
14,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,27,0
15,2,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,29,0
16,4,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,AF Milne,T Kohler-Cadmore,33,0
17,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,DY Pennington,T Kohler-Cadmore,34,0
18,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,34,0
19,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,34,0
20,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,35,0
21,4,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,DY Pennington,T Kohler-Cadmore,39,0
22,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,PR Brown,CA Lynn,45,0
23,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,PR Brown,CA Lynn,51,0
24,4,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,PR Brown,CA Lynn,55,0
25,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,PR Brown,CA Lynn,61,0
26,4,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,PR Brown,CA Lynn,65,0
27,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,Imran Tahir,CA Lynn,66,0
28,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,Imran Tahir,T Kohler-Cadmore,66,0
29,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,Imran Tahir,T Kohler-Cadmore,66,0
30,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,Imran Tahir,T Kohler-Cadmore,67,0
31,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,Imran Tahir,CA Lynn,68,0
32,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,BAC Howell,CA Lynn,69,0
33,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,BAC Howell,T Kohler-Cadmore,70,0
34,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,BAC Howell,CA Lynn,71,0
35,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,BAC Howell,T Kohler-Cadmore,72,0
36,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,BAC Howell,CA Lynn,73,0
37,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,DY Pennington,T Kohler-Cadmore,79,0
38,2,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,DY Pennington,T Kohler-Cadmore,81,0
39,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,DY Pennington,T Kohler-Cadmore,81,0
40,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,DY Pennington,T Kohler-Cadmore,82,0
41,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,DY Pennington,CA Lynn,82,0
42,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,Imran Tahir,T Kohler-Cadmore,83,0
43,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,Imran Tahir,CA Lynn,84,0
44,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,Imran Tahir,T Kohler-Cadmore,85,0
45,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,Imran Tahir,CA Lynn,86,0
46,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,Imran Tahir,T Kohler-Cadmore,86,0
47,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,BAC Howell,T Kohler-Cadmore,86,0
48,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,BAC Howell,T Kohler-Cadmore,86,0
49,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,BAC Howell,T Kohler-Cadmore,87,0
50,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,BAC Howell,CA Lynn,87,0
51,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,BAC Howell,CA Lynn,88,0
52,4,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,CA Lynn,92,0
53,2,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,CA Lynn,94,0
54,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,CA Lynn,95,0
55,0,1,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,CA Lynn,LS Livingstone,T Kohler-Cadmore,95,1
56,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Willey,LS Livingstone,T Kohler-Cadmore,96,1
57,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,DJ Willey,97,1
58,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Willey,LS Livingstone,T Kohler-Cadmore,97,1
59,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Willey,LS Livingstone,T Kohler-Cadmore,103,1
60,0,1,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Willey,LS Livingstone,T Kohler-Cadmore,103,2
61,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,LS Livingstone,T Kohler-Cadmore,104,2
62,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,Imran Tahir,T Kohler-Cadmore,104,2
63,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,Imran Tahir,T Kohler-Cadmore,104,2
64,0,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,Imran Tahir,T Kohler-Cadmore,104,2
65,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,Imran Tahir,T Kohler-Cadmore,105,2
66,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,Imran Tahir,JA Thompson,106,2
67,6,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,BAC Howell,T Kohler-Cadmore,112,2
68,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,BAC Howell,T Kohler-Cadmore,113,2
69,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,BAC Howell,JA Thompson,114,2
70,0,1,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Thompson,BAC Howell,T Kohler-Cadmore,114,3
71,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Vilas,BAC Howell,T Kohler-Cadmore,115,3
72,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Vilas,LS Livingstone,T Kohler-Cadmore,116,3
73,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Vilas,LS Livingstone,T Kohler-Cadmore,117,3
74,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,DJ Vilas,118,3
75,0,1,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,DJ Vilas,LS Livingstone,T Kohler-Cadmore,118,4
76,2,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Simpson,LS Livingstone,T Kohler-Cadmore,120,4
77,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Simpson,LS Livingstone,T Kohler-Cadmore,121,4
78,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,JA Simpson,122,4
79,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,JA Simpson,LS Livingstone,T Kohler-Cadmore,123,4
80,1,0,Northern Superchargers,1,2021,male,Birmingham Phoenix,8 wickets,"Headingley, Leeds",Birmingham Phoenix,field,Birmingham Phoenix,T Kohler-Cadmore,LS Livingstone,JA Simpson,124,4
