Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,0,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Nabi,Q de Kock,0,0
2,0,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Nabi,Q de Kock,0,0
3,2,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Nabi,Q de Kock,2,0
4,1,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Nabi,Q de Kock,3,0
5,1,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,Q de Kock,Mohammad Nabi,JM Vince,4,0
6,1,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Nabi,Q de Kock,5,0
7,1,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,Q de Kock,Mohammad Nabi,JM Vince,6,0
8,1,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Nabi,Q de Kock,7,0
9,0,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,Q de Kock,Mohammad Nabi,JM Vince,7,0
10,4,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,Q de Kock,Mohammad Nabi,JM Vince,11,0
11,1,0,Southern Brave,1,2021,male,Southern Brave,4 runs,"Lord's, London",London Spirit,field,London Spirit,JM Vince,Mohammad Amir,Q de Kock,12,0
