Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,AF Milne,WG Jacks,1,0
2,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,AF Milne,JJ Roy,2,0
3,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,AF Milne,WG Jacks,2,0
4,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,AF Milne,WG Jacks,2,0
5,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,AF Milne,WG Jacks,2,0
6,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,Imran Tahir,WG Jacks,3,0
7,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,Imran Tahir,JJ Roy,3,0
8,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,Imran Tahir,JJ Roy,3,0
9,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,Imran Tahir,JJ Roy,3,0
10,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,Imran Tahir,JJ Roy,3,0
11,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,TG Helm,WG Jacks,4,0
12,2,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,TG Helm,JJ Roy,6,0
13,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,TG Helm,JJ Roy,7,0
14,4,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,TG Helm,WG Jacks,11,0
15,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,TG Helm,WG Jacks,12,0
16,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,AF Milne,JJ Roy,13,0
17,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,AF Milne,WG Jacks,14,0
18,4,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,AF Milne,JJ Roy,18,0
19,4,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,AF Milne,JJ Roy,22,0
20,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,AF Milne,JJ Roy,23,0
21,0,1,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,WG Jacks,PR Brown,JJ Roy,23,1
22,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,CA Ingram,PR Brown,JJ Roy,23,1
23,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,CA Ingram,PR Brown,JJ Roy,24,1
24,1,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,JJ Roy,PR Brown,CA Ingram,25,1
25,4,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,CA Ingram,PR Brown,JJ Roy,29,1
26,0,0,Oval Invincibles,1,2021,male,Birmingham Phoenix,6 wickets,"Edgbaston, Birmingham",Birmingham Phoenix,field,Birmingham Phoenix,CA Ingram,MM Ali,JJ Roy,29,1
