Ball,Runs,Wicket,Team,Innings,Year,Gender,Winner,Winning_Margin,Venue,Toss_Winner,Toss_Decision,Opposition_Team,Batter,Bowler,Non_Striker,Cumulative_Runs,Cumulative_Wickets
1,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,JJ Cobb,JP Inglis,1,0
2,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,JJ Cobb,AM Rossington,1,0
3,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,JJ Cobb,AM Rossington,2,0
4,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,JJ Cobb,JP Inglis,3,0
5,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,JJ Cobb,AM Rossington,3,0
6,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,LJ Fletcher,AM Rossington,3,0
7,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,LJ Fletcher,AM Rossington,3,0
8,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,LJ Fletcher,AM Rossington,4,0
9,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,LJ Fletcher,JP Inglis,5,0
10,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,LJ Fletcher,AM Rossington,6,0
11,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,ME Milnes,AM Rossington,7,0
12,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,ME Milnes,JP Inglis,8,0
13,6,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,ME Milnes,AM Rossington,14,0
14,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,ME Milnes,AM Rossington,15,0
15,4,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,ME Milnes,JP Inglis,19,0
16,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,LJ Fletcher,JP Inglis,19,0
17,4,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,LJ Fletcher,JP Inglis,23,0
18,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,LJ Fletcher,JP Inglis,23,0
19,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,LJ Fletcher,JP Inglis,24,0
20,4,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,LJ Fletcher,AM Rossington,28,0
21,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,ME Milnes,JP Inglis,29,0
22,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,ME Milnes,AM Rossington,30,0
23,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,ME Milnes,JP Inglis,31,0
24,6,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,ME Milnes,AM Rossington,37,0
25,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,ME Milnes,AM Rossington,38,0
26,1,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,AM Rossington,MJJ Critchley,JP Inglis,39,0
27,0,0,London Spirit,1,2021,male,Welsh Fire,3 wickets,"Sophia Gardens, Cardiff",Welsh Fire,field,Welsh Fire,JP Inglis,MJJ Critchley,AM Rossington,39,0
